ts_code,name,fund_type,list_date,invest_type,type,market
021843.OF,国富全球科技互联美元现汇C,混合型,,混合型,契约型开放式,O
021842.OF,国富全球科技互联人民币C,混合型,,混合型,契约型开放式,O
021058.OF,华泰紫金丰利中短债D,债券型,,债券型,契约型开放式,O
017637.OF,华安深证100联接A,股票型,,被动指数型,契约型开放式,O
017638.OF,华安深证100联接C,股票型,,被动指数型,契约型开放式,O
021907.OF,汇丰晋信货币D,货币市场型,,货币型,契约型开放式,O
021886.OF,嘉实沪深300ETF联接(LOF)I,股票型,,被动指数型,契约型开放式,O
021901.OF,平安惠轩C,债券型,,债券型,契约型开放式,O
015519.OF,安信远见稳进一年持有A,混合型,,混合型,契约型开放式,O
015520.OF,安信远见稳进一年持有C,混合型,,混合型,契约型开放式,O
021550.OF,博时中证红利低波动100联接A,股票型,,被动指数型,契约型开放式,O
021551.OF,博时中证红利低波动100联接C,股票型,,被动指数型,契约型开放式,O
020801.OF,易方达红利A,混合型,,混合型,契约型开放式,O
020802.OF,易方达红利C,混合型,,混合型,契约型开放式,O
021170.OF,大成中证500指数增强A,股票型,,增强指数型,契约型开放式,O
021171.OF,大成中证500指数增强C,股票型,,增强指数型,契约型开放式,O
021867.OF,嘉实中证科创创业50ETF联接I,股票型,,被动指数型,契约型开放式,O
021805.OF,财通资管睿丰C,债券型,,债券型,契约型开放式,O
021804.OF,财通资管睿丰A,债券型,,债券型,契约型开放式,O
020585.OF,东海中债0-3年政金债A,债券型,,被动指数型,契约型开放式,O
021880.OF,嘉实中证医药健康100策略ETF联接I,股票型,,被动指数型,契约型开放式,O
021862.OF,嘉实中证央企创新驱动ETF联接I,股票型,,被动指数型,契约型开放式,O
021879.OF,嘉实中证主要消费ETF联接I,股票型,,被动指数型,契约型开放式,O
021861.OF,嘉实中证软件服务ETF联接I,股票型,,被动指数型,契约型开放式,O
021838.OF,嘉实纳斯达克100联接I,股票型,,被动指数型,契约型开放式,O
020586.OF,东海中债0-3年政金债C,债券型,,被动指数型,契约型开放式,O
021897.OF,广发景兴中短债E,债券型,,债券型,契约型开放式,O
021870.OF,嘉实上证科创板芯片联接I,股票型,,被动指数型,契约型开放式,O
021866.OF,嘉实沪深300红利低波动ETF联接I,股票型,,被动指数型,契约型开放式,O
020934.OF,南方尊享稳健增利C,债券型,,债券型,契约型开放式,O
020933.OF,南方尊享稳健增利A,债券型,,债券型,契约型开放式,O
021887.OF,嘉实中证500ETF联接I,股票型,,被动指数型,契约型开放式,O
021718.OF,华泰紫金中证半导体产业指数A,股票型,,被动指数型,契约型开放式,O
021719.OF,华泰紫金中证半导体产业指数C,股票型,,被动指数型,契约型开放式,O
021340.OF,华宝0-2年政金债指数A,债券型,,被动指数型,契约型开放式,O
021341.OF,华宝0-2年政金债指数C,债券型,,被动指数型,契约型开放式,O
021791.OF,华宝宝嘉30天持有C,债券型,,债券型,契约型开放式,O
021790.OF,华宝宝嘉30天持有A,债券型,,债券型,契约型开放式,O
159332.OF,富国中证中央企业红利ETF,股票型,,被动指数型,契约型开放式,O
021695.OF,国寿安保泰宁利率债,债券型,,债券型,契约型开放式,O
021811.OF,富国创业板增强策略联接A,股票型,,被动指数型,契约型开放式,O
021777.OF,华安月月丰30天持有C,债券型,,债券型,契约型开放式,O
021830.OF,国寿安保农业产业A,股票型,,股票型,契约型开放式,O
021831.OF,国寿安保农业产业C,股票型,,股票型,契约型开放式,O
020576.OF,华泰柏瑞安诚6个月持有C,债券型,,债券型,契约型开放式,O
020575.OF,华泰柏瑞安诚6个月持有A,债券型,,债券型,契约型开放式,O
021686.OF,国泰中证有色金属ETF联接E,股票型,,被动指数型,契约型开放式,O
021689.OF,国泰中证800汽车与零部件ETF联接E,股票型,,被动指数型,契约型开放式,O
021295.OF,鹏华中证港股通科技联接C,股票型,,被动指数型,契约型开放式,O
021752.OF,南方中证全指电力公用事业联接A,股票型,,被动指数型,契约型开放式,O
021753.OF,南方中证全指电力公用事业联接C,股票型,,被动指数型,契约型开放式,O
021294.OF,鹏华中证港股通科技联接A,股票型,,被动指数型,契约型开放式,O
020760.OF,建信红利精选C,股票型,,股票型,契约型开放式,O
020759.OF,建信红利精选A,股票型,,股票型,契约型开放式,O
021888.OF,光大永利纯债D,债券型,,债券型,契约型开放式,O
021810.OF,富国创业板增强策略联接C,股票型,,被动指数型,契约型开放式,O
015434.OF,金元顺安鼎泰A,债券型,,债券型,契约型开放式,O
019991.OF,中欧红利精选A,混合型,,混合型,契约型开放式,O
019992.OF,中欧红利精选C,混合型,,混合型,契约型开放式,O
015435.OF,金元顺安鼎泰C,债券型,,债券型,契约型开放式,O
021618.OF,嘉实致华纯债C,债券型,,债券型,契约型开放式,O
021883.OF,南方宝元债券E,债券型,,债券型,契约型开放式,O
021776.OF,华安月月丰30天持有A,债券型,,债券型,契约型开放式,O
021841.OF,海富通集利C,债券型,,债券型,契约型开放式,O
021153.OF,南方集利18个月持有E,债券型,,债券型,契约型开放式,O
021834.OF,鹏扬淳利定期开放D,债券型,,债券型,契约型开放式,O
021868.OF,上银慧臻利率债C,债券型,,债券型,契约型开放式,O
021851.OF,中银沪深300指数增强E,股票型,,增强指数型,契约型开放式,O
021612.OF,国投瑞银平衡养老目标三年持有Y,混合型,,混合型,契约型开放式,O
021869.OF,上银慧鼎利C,债券型,,债券型,契约型开放式,O
020212.OF,兴华安启纯债C,债券型,,债券型,契约型开放式,O
020211.OF,兴华安启纯债A,债券型,,债券型,契约型开放式,O
021809.OF,华宝现金添益D,货币市场型,,货币型,契约型开放式,O
021863.OF,招商安和E,债券型,,债券型,契约型开放式,O
021850.OF,广发景益C,债券型,,债券型,契约型开放式,O
019928.OF,国联先进制造C,混合型,,混合型,契约型开放式,O
019927.OF,国联先进制造A,混合型,,混合型,契约型开放式,O
021237.OF,合煦智远嘉悦利率债A,债券型,,债券型,契约型开放式,O
021238.OF,合煦智远嘉悦利率债C,债券型,,债券型,契约型开放式,O
021174.OF,华泰柏瑞货币C,货币市场型,,货币型,契约型开放式,O
021783.OF,路博迈中高等级信用债C,债券型,,债券型,契约型开放式,O
021782.OF,路博迈中高等级信用债A,债券型,,债券型,契约型开放式,O
159301.SZ,公用事业ETF,股票型,20240722,被动指数型,契约型开放式,E
021704.OF,信澳稳宁30天滚动持有C,债券型,,债券型,契约型开放式,O
021703.OF,信澳稳宁30天滚动持有A,债券型,,债券型,契约型开放式,O
021845.OF,创金合信鑫瑞E,混合型,,混合型,契约型开放式,O
021846.OF,创金合信聚鑫E,债券型,,债券型,契约型开放式,O
020193.OF,天弘金融优选A,混合型,,混合型,契约型开放式,O
020194.OF,天弘金融优选C,混合型,,混合型,契约型开放式,O
020708.OF,中加瑞利纯债D,债券型,,债券型,契约型开放式,O
021844.OF,东财中证证券保险领先E,股票型,,被动指数型,契约型开放式,O
020913.OF,东兴鑫颐3个月滚动持有纯债A,债券型,,债券型,契约型开放式,O
020914.OF,东兴鑫颐3个月滚动持有纯债C,债券型,,债券型,契约型开放式,O
021674.OF,国泰中证沪深港黄金产业股票联接C,股票型,,被动指数型,契约型开放式,O
021673.OF,国泰中证沪深港黄金产业股票联接A,股票型,,被动指数型,契约型开放式,O
019970.OF,招商均衡策略C,混合型,,混合型,契约型开放式,O
019969.OF,招商均衡策略A,混合型,,混合型,契约型开放式,O
021852.OF,建信中证500指数增强E,股票型,,增强指数型,契约型开放式,O
021176.OF,东方红中证500指数增强C,股票型,,增强指数型,契约型开放式,O
021175.OF,东方红中证500指数增强A,股票型,,增强指数型,契约型开放式,O
021808.OF,国泰聚享纯债C,债券型,,债券型,契约型开放式,O
021769.OF,海富通瑞福D,债券型,,债券型,契约型开放式,O
021608.OF,南方上证科创板芯片联接C,股票型,,被动指数型,契约型开放式,O
021607.OF,南方上证科创板芯片联接A,股票型,,被动指数型,契约型开放式,O
021785.OF,国泰润利纯债C,债券型,,债券型,契约型开放式,O
021742.OF,光大超短债E,债券型,,债券型,契约型开放式,O
021620.OF,天弘中证油气产业指数C,股票型,,被动指数型,契约型开放式,O
021619.OF,天弘中证油气产业指数A,股票型,,被动指数型,契约型开放式,O
159579.SZ,深主板50ETF华安,股票型,20240719,被动指数型,契约型开放式,E
159329.SZ,沙特ETF,股票型,20240716,被动指数型,契约型开放式,E
021524.OF,天弘匠心臻选A,混合型,,混合型,契约型开放式,O
021525.OF,天弘匠心臻选C,混合型,,混合型,契约型开放式,O
508015.SH,N中信建投明阳智能新能源REIT,REITs,20240723,,契约型封闭式,E
520830.SH,沙特ETF,股票型,20240716,被动指数型,契约型开放式,E
021820.OF,嘉实新思路C,混合型,,灵活配置型,契约型开放式,O
021837.OF,南方皓元短债D,债券型,,债券型,契约型开放式,O
021807.OF,财通资管鸿运中短债I,债券型,,债券型,契约型开放式,O
021772.OF,汇添富双利增强D,债券型,,债券型,契约型开放式,O
021773.OF,汇添富纳斯达克100联接E,股票型,,被动指数型,契约型开放式,O
021734.OF,国富基本面优选C,混合型,,混合型,契约型开放式,O
020375.OF,华泰柏瑞永泰积极养老目标五年,混合型,,混合型,契约型开放式,O
021637.OF,长城周期优选C,混合型,,混合型,契约型开放式,O
021458.OF,易方达恒生港股通高股息低波动联接C,股票型,,被动指数型,契约型开放式,O
021623.OF,天弘新兴产业A,混合型,,混合型,契约型开放式,O
021624.OF,天弘新兴产业C,混合型,,混合型,契约型开放式,O
021457.OF,易方达恒生港股通高股息低波动联接A,股票型,,被动指数型,契约型开放式,O
021636.OF,长城周期优选A,混合型,,混合型,契约型开放式,O
021561.OF,天弘中证央企红利50指数A,股票型,,被动指数型,契约型开放式,O
021562.OF,天弘中证央企红利50指数C,股票型,,被动指数型,契约型开放式,O
021774.OF,农银汇理双利回报D,债券型,,债券型,契约型开放式,O
021437.OF,鑫元鑫选稳健养老目标一年持有Y,混合型,,混合型,契约型开放式,O
021482.OF,华夏中证红利低波动联接A,股票型,,被动指数型,契约型开放式,O
021483.OF,华夏中证红利低波动联接C,股票型,,被动指数型,契约型开放式,O
021570.OF,华夏红利量化选股A,股票型,,股票型,契约型开放式,O
021571.OF,华夏红利量化选股C,股票型,,股票型,契约型开放式,O
021535.OF,天弘中证软件服务指数A,股票型,,被动指数型,契约型开放式,O
021536.OF,天弘中证软件服务指数C,股票型,,被动指数型,契约型开放式,O
021584.OF,中欧中证港股通央企红利指数C,股票型,,被动指数型,契约型开放式,O
021767.OF,海富通中短债D,债券型,,债券型,契约型开放式,O
021583.OF,中欧中证港股通央企红利指数A,股票型,,被动指数型,契约型开放式,O
021754.OF,富国颐利纯债C,债券型,,债券型,契约型开放式,O
021452.OF,富国绿色纯债C,债券型,,债券型,契约型开放式,O
021784.OF,前海开源股息率100强C,股票型,,股票型,契约型开放式,O
021530.OF,路博迈安航90天持有A,债券型,,债券型,契约型开放式,O
021531.OF,路博迈安航90天持有C,债券型,,债券型,契约型开放式,O
020351.OF,农银金瑞利率债,债券型,,债券型,契约型开放式,O
021316.OF,民生加银智选成长A,股票型,,股票型,契约型开放式,O
159583.SZ,通信设备ETF,股票型,20240708,被动指数型,契约型开放式,E
021317.OF,民生加银智选成长C,股票型,,股票型,契约型开放式,O
021775.OF,招商金鸿D,债券型,,债券型,契约型开放式,O
021806.OF,汇安中短债F,债券型,,债券型,契约型开放式,O
021615.OF,华泰紫金中证全指软件C,股票型,,被动指数型,契约型开放式,O
021781.OF,南方交元C,债券型,,债券型,契约型开放式,O
588680.SH,科创100增强ETF,股票型,20240705,增强指数型,契约型开放式,E
588500.SH,科创100ETF增强,股票型,20240719,增强指数型,契约型开放式,E
021614.OF,华泰紫金中证全指软件A,股票型,,被动指数型,契约型开放式,O
020225.OF,创金合信均益量化选股C,混合型,,混合型,契约型开放式,O
020224.OF,创金合信均益量化选股A,混合型,,混合型,契约型开放式,O
018221.OF,广发品质优选C,混合型,,混合型,契约型开放式,O
018220.OF,广发品质优选A,混合型,,混合型,契约型开放式,O
159800.SZ,中证800ETF,股票型,20240712,被动指数型,契约型开放式,E
021507.OF,平安CFETS0-3年期政金债指数A,债券型,,被动指数型,契约型开放式,O
021508.OF,平安CFETS0-3年期政金债指数C,债券型,,被动指数型,契约型开放式,O
021445.OF,华安鸿福利率债,债券型,,债券型,契约型开放式,O
021764.OF,永赢安怡30天持有E,债券型,,债券型,契约型开放式,O
021743.OF,鹏扬淳享D,债券型,,债券型,契约型开放式,O
520900.SH,红利ETF港股,股票型,20240710,被动指数型,契约型开放式,E
520660.SH,港股通央企红利ETF南方,股票型,20240710,被动指数型,契约型开放式,E
520990.SH,港股央企红利50ETF,股票型,20240710,被动指数型,契约型开放式,E
020733.OF,易方达创业板中盘200联接C,股票型,,被动指数型,契约型开放式,O
020732.OF,易方达创业板中盘200联接A,股票型,,被动指数型,契约型开放式,O
011200.OF,建信现金增利货币C,货币市场型,,货币型,契约型开放式,O
021751.OF,兴全天添益E,货币市场型,,货币型,契约型开放式,O
021392.OF,中信建投中债0-3年政金债A,债券型,,被动指数型,契约型开放式,O
021625.OF,博时外延增长主题C,混合型,,灵活配置型,契约型开放式,O
021393.OF,中信建投中债0-3年政金债C,债券型,,被动指数型,契约型开放式,O
020409.OF,华商数字经济C,混合型,,混合型,契约型开放式,O
020408.OF,华商数字经济A,混合型,,混合型,契约型开放式,O
021246.OF,富国中证100联接C,股票型,,被动指数型,契约型开放式,O
021245.OF,富国中证100联接A,股票型,,被动指数型,契约型开放式,O
180302.SZ,华夏深国际REIT,REITs,20240709,,契约型封闭式,E
021082.OF,鹏华中证工业互联网主题联接A,股票型,,被动指数型,契约型开放式,O
021083.OF,鹏华中证工业互联网主题联接C,股票型,,被动指数型,契约型开放式,O
021735.OF,景顺长城中证沪港深红利成长低波动E,股票型,,被动指数型,契约型开放式,O
021540.OF,华安法国CAC40联接C,股票型,,被动指数型,契约型开放式,O
021539.OF,华安法国CAC40联接A,股票型,,被动指数型,契约型开放式,O
020829.OF,东财北证50指数C,股票型,,被动指数型,契约型开放式,O
020828.OF,东财北证50指数A,股票型,,被动指数型,契约型开放式,O
019852.OF,汇添富稳宏6个月持有C,债券型,,债券型,契约型开放式,O
019851.OF,汇添富稳宏6个月持有A,债券型,,债券型,契约型开放式,O
021741.OF,嘉实新财富C,混合型,,灵活配置型,契约型开放式,O
020683.OF,南方上证科创板100联接A,股票型,,被动指数型,契约型开放式,O
020684.OF,南方上证科创板100联接C,股票型,,被动指数型,契约型开放式,O
021728.OF,兴业福益C,债券型,,债券型,契约型开放式,O
021421.OF,广发国证信创联接C,股票型,,被动指数型,契约型开放式,O
021420.OF,广发国证信创联接A,股票型,,被动指数型,契约型开放式,O
021185.OF,中信保诚中证500指数增强A,股票型,,增强指数型,契约型开放式,O
021186.OF,中信保诚中证500指数增强C,股票型,,增强指数型,契约型开放式,O
021621.OF,天弘中证汽车零部件主题指数A,股票型,,被动指数型,契约型开放式,O
021622.OF,天弘中证汽车零部件主题指数C,股票型,,被动指数型,契约型开放式,O
021694.OF,银华抗通胀主题C,股票型,,主题型,契约型开放式,O
021564.OF,富安达上清所0-3年政金债指数C,债券型,,被动指数型,契约型开放式,O
021563.OF,富安达上清所0-3年政金债指数A,债券型,,被动指数型,契约型开放式,O
021602.OF,汇添富中证信息技术应用创新产业联接A,股票型,,被动指数型,契约型开放式,O
021603.OF,汇添富中证信息技术应用创新产业联接C,股票型,,被动指数型,契约型开放式,O
021063.OF,工银瑞升A,债券型,,债券型,契约型开放式,O
020800.OF,天弘红利智选C,混合型,,混合型,契约型开放式,O
020799.OF,天弘红利智选A,混合型,,混合型,契约型开放式,O
021064.OF,工银瑞升C,债券型,,债券型,契约型开放式,O
021468.OF,上银慧臻利率债A,债券型,,债券型,契约型开放式,O
159552.SZ,中证2000增强ETF,股票型,20240628,增强指数型,契约型开放式,E
021682.OF,华泰柏瑞创业板科技联接A,股票型,,被动指数型,契约型开放式,O
021683.OF,华泰柏瑞创业板科技联接C,股票型,,被动指数型,契约型开放式,O
021740.OF,前海开源黄金ETF联接C,商品型,,黄金现货合约,契约型开放式,O
020737.OF,国新国证汇铭C,债券型,,债券型,契约型开放式,O
020736.OF,国新国证汇铭A,债券型,,债券型,契约型开放式,O
021701.OF,国泰上证国有企业红利联接A,股票型,,被动指数型,契约型开放式,O
020865.OF,银华嘉选平衡C,混合型,,混合型,契约型开放式,O
020864.OF,银华嘉选平衡A,混合型,,混合型,契约型开放式,O
021702.OF,国泰上证国有企业红利联接C,股票型,,被动指数型,契约型开放式,O
020247.OF,国投瑞银和宜C,债券型,,债券型,契约型开放式,O
020241.OF,国投瑞银和宜A,债券型,,债券型,契约型开放式,O
021657.OF,华夏纯债D,债券型,,债券型,契约型开放式,O
021729.OF,金鹰悦享D,债券型,,债券型,契约型开放式,O
021652.OF,东财国证龙头家电E,股票型,,被动指数型,契约型开放式,O
021713.OF,鑫元招利D,债券型,,债券型,契约型开放式,O
508089.SH,华夏特变电工新能源REIT,REITs,20240702,,契约型封闭式,E
021710.OF,华泰柏瑞港股通量化C,混合型,,灵活配置型,契约型开放式,O
021476.OF,银河ESG主题A,混合型,,混合型,契约型开放式,O
020946.OF,东方享誉30天滚动持有A,债券型,,债券型,契约型开放式,O
020947.OF,东方享誉30天滚动持有C,债券型,,债券型,契约型开放式,O
021305.OF,中欧品质精选A,混合型,,混合型,契约型开放式,O
021306.OF,中欧品质精选C,混合型,,混合型,契约型开放式,O
021477.OF,银河ESG主题C,混合型,,混合型,契约型开放式,O
021635.OF,人保沪深300C,股票型,,被动指数型,契约型开放式,O
021247.OF,兴证全球红利A,混合型,,混合型,契约型开放式,O
021248.OF,兴证全球红利C,混合型,,混合型,契约型开放式,O
508086.SH,工银河北高速REIT,REITs,20240628,,契约型封闭式,E
021556.OF,长盛中证全指证券C,股票型,,被动指数型,契约型开放式,O
016519.OF,华安新回报C,混合型,,灵活配置型,契约型开放式,O
021112.OF,渤海汇金2个月滚动持有A,债券型,,债券型,契约型开放式,O
021113.OF,渤海汇金2个月滚动持有C,债券型,,债券型,契约型开放式,O
159303.SZ,恒生医疗ETF基金,股票型,20240627,被动指数型,契约型开放式,E
021494.OF,长盛沪深300C,股票型,,被动指数型,契约型开放式,O
020845.OF,英大CFETS0-3年政策性金融债C,债券型,,被动指数型,契约型开放式,O
020844.OF,英大CFETS0-3年政策性金融债A,债券型,,被动指数型,契约型开放式,O
021347.OF,安信60天滚动持有C,债券型,,债券型,契约型开放式,O
021332.OF,安信60天滚动持有A,债券型,,债券型,契约型开放式,O
021490.OF,中航趋势领航C,混合型,,混合型,契约型开放式,O
021489.OF,中航趋势领航A,混合型,,混合型,契约型开放式,O
021339.OF,中信保诚60天持有C,债券型,,债券型,契约型开放式,O
021338.OF,中信保诚60天持有A,债券型,,债券型,契约型开放式,O
020458.OF,平安医药精选A,股票型,,股票型,契约型开放式,O
020459.OF,平安医药精选C,股票型,,股票型,契约型开放式,O
021631.OF,兴银聚优智选A,混合型,,混合型,契约型开放式,O
021632.OF,兴银聚优智选C,混合型,,混合型,契约型开放式,O
019722.OF,中银量化选股A,混合型,,混合型,契约型开放式,O
019723.OF,中银量化选股C,混合型,,混合型,契约型开放式,O
020906.OF,建信中债0-5年政金债指数C,债券型,,被动指数型,契约型开放式,O
020905.OF,建信中债0-5年政金债指数A,债券型,,被动指数型,契约型开放式,O
021705.OF,国联1-3年中高等级B,债券型,,被动指数型,契约型开放式,O
021706.OF,国联1-3年中高等级E,债券型,,被动指数型,契约型开放式,O
021289.OF,中金金辰,债券型,,债券型,契约型开放式,O
021264.OF,中信保诚景丰D,债券型,,债券型,契约型开放式,O
021640.OF,北信瑞丰鼎盛中短债D,债券型,,债券型,契约型开放式,O
021641.OF,北信瑞丰鼎盛中短债E,债券型,,债券型,契约型开放式,O
021137.OF,广发集享C,债券型,,债券型,契约型开放式,O
021136.OF,广发集享A,债券型,,债券型,契约型开放式,O
021271.OF,华泰紫金远见回报12个月持有A,混合型,,混合型,契约型开放式,O
021272.OF,华泰紫金远见回报12个月持有C,混合型,,混合型,契约型开放式,O
021453.OF,泉果泰岩3个月定开A,债券型,,债券型,契约型开放式,O
021454.OF,泉果泰岩3个月定开C,债券型,,债券型,契约型开放式,O
021649.OF,富国臻选成长C,混合型,,灵活配置型,契约型开放式,O
021230.OF,国联安中债0-3年政金债指数C,债券型,,被动指数型,契约型开放式,O
021229.OF,国联安中债0-3年政金债指数A,债券型,,被动指数型,契约型开放式,O
021078.OF,永赢安源60天滚动持有C,债券型,,债券型,契约型开放式,O
021079.OF,永赢安源60天滚动持有E,债券型,,债券型,契约型开放式,O
021077.OF,永赢安源60天滚动持有A,债券型,,债券型,契约型开放式,O
014732.OF,德邦锐升A,债券型,,债券型,契约型开放式,O
014733.OF,德邦锐升C,债券型,,债券型,契约型开放式,O
501049.OF,东方红睿玺三年持有A,混合型,,混合型,契约型开放式,O
021681.OF,国泰中证医疗ETF联接E,股票型,,被动指数型,契约型开放式,O
021672.OF,国泰中证全指软件ETF联接E,股票型,,被动指数型,契约型开放式,O
021354.OF,中信保诚中债0-3年政金债C,债券型,,被动指数型,契约型开放式,O
019750.OF,海富通数字经济A,混合型,,混合型,契约型开放式,O
019751.OF,海富通数字经济C,混合型,,混合型,契约型开放式,O
010506.OF,东方红睿玺三年持有C,混合型,,混合型,契约型开放式,O
019793.OF,华泰保兴嘉睿3个月持有A,债券型,,债券型,契约型开放式,O
019794.OF,华泰保兴嘉睿3个月持有C,债券型,,债券型,契约型开放式,O
021606.OF,易方达中债新综合D,债券型,,被动指数型,契约型开放式,O
159318.SZ,恒生港股通ETF,股票型,20240621,被动指数型,契约型开放式,E
020416.OF,农银先进制造A,混合型,,混合型,契约型开放式,O
020417.OF,农银先进制造C,混合型,,混合型,契约型开放式,O
560360.SH,软件指数ETF,股票型,20240624,被动指数型,契约型开放式,E
021353.OF,中信保诚中债0-3年政金债A,债券型,,被动指数型,契约型开放式,O
021565.OF,南方中债0-3年农发行指数A,债券型,,被动指数型,契约型开放式,O
021566.OF,南方中债0-3年农发行指数C,债券型,,被动指数型,契约型开放式,O
020230.OF,汇丰晋信养老目标日期2036一年持有,混合型,,混合型,契约型开放式,O
021404.OF,长江汇智量化选股A,混合型,,混合型,契约型开放式,O
018419.OF,广发碳中和主题C,混合型,,混合型,契约型开放式,O
018418.OF,广发碳中和主题A,混合型,,混合型,契约型开放式,O
020453.OF,红土创新丰和利率债C,债券型,,债券型,契约型开放式,O
020452.OF,红土创新丰和利率债A,债券型,,债券型,契约型开放式,O
019622.OF,财通资管康泽稳健养老目标一年持有,混合型,,混合型,契约型开放式,O
019718.OF,摩根悦享回报6个月持有A,混合型,,混合型,契约型开放式,O
019719.OF,摩根悦享回报6个月持有C,混合型,,混合型,契约型开放式,O
021465.OF,海富通中证港股通科技联接C,股票型,,被动指数型,契约型开放式,O
021464.OF,海富通中证港股通科技联接A,股票型,,被动指数型,契约型开放式,O
020495.OF,建信研究精选A,混合型,,混合型,契约型开放式,O
020496.OF,建信研究精选C,混合型,,混合型,契约型开放式,O
021397.OF,广发中证云计算与大数据联接A,股票型,,被动指数型,契约型开放式,O
021398.OF,广发中证云计算与大数据联接C,股票型,,被动指数型,契约型开放式,O
021382.OF,博时科技驱动A,混合型,,混合型,契约型开放式,O
021597.OF,太平中债1-3年政策性金融债D,债券型,,被动指数型,契约型开放式,O
021383.OF,博时科技驱动C,混合型,,混合型,契约型开放式,O
021604.OF,新华积极价值C,混合型,,灵活配置型,契约型开放式,O
021405.OF,长江汇智量化选股C,混合型,,混合型,契约型开放式,O
020688.OF,长盛利鑫90天持有纯债C,债券型,,债券型,契约型开放式,O
020687.OF,长盛利鑫90天持有纯债A,债券型,,债券型,契约型开放式,O
020396.OF,国联安双月享60天持有纯债C,债券型,,债券型,契约型开放式,O
020395.OF,国联安双月享60天持有纯债A,债券型,,债券型,契约型开放式,O
017670.OF,大成卓远视野C,混合型,,混合型,契约型开放式,O
017669.OF,大成卓远视野A,混合型,,混合型,契约型开放式,O
021202.OF,汇添富均衡回报A,混合型,,混合型,契约型开放式,O
021203.OF,汇添富均衡回报C,混合型,,混合型,契约型开放式,O
021425.OF,长城月月鑫30天持有纯债A,债券型,,债券型,契约型开放式,O
021426.OF,长城月月鑫30天持有纯债C,债券型,,债券型,契约型开放式,O
021474.OF,华安上证科创板新一代信息技术联接A,股票型,,被动指数型,契约型开放式,O
020014.OF,鹏华国证ESG300联接A,股票型,,被动指数型,契约型开放式,O
020016.OF,鹏华国证ESG300联接C,股票型,,被动指数型,契约型开放式,O
021598.OF,建信普泽养老目标日期2050五年持有Y,混合型,,混合型,契约型开放式,O
020746.OF,泰信添安增利九个月持有A,债券型,,债券型,契约型开放式,O
020747.OF,泰信添安增利九个月持有C,债券型,,债券型,契约型开放式,O
021475.OF,华安上证科创板新一代信息技术联接C,股票型,,被动指数型,契约型开放式,O
020924.OF,太平恒发三个月定开债,债券型,,债券型,契约型开放式,O
021260.OF,国泰君安120天持有A,债券型,,债券型,契约型开放式,O
021261.OF,国泰君安120天持有C,债券型,,债券型,契约型开放式,O
019602.OF,鹏华精新添利A,债券型,,债券型,契约型开放式,O
159558.SZ,半导体材料设备ETF,股票型,20240618,被动指数型,契约型开放式,E
019603.OF,鹏华精新添利C,债券型,,债券型,契约型开放式,O
021484.OF,景顺长城上证科创板50成份指数A,股票型,,被动指数型,契约型开放式,O
021485.OF,景顺长城上证科创板50成份指数C,股票型,,被动指数型,契约型开放式,O
021449.OF,鑫元启丰,债券型,,债券型,契约型开放式,O
021410.OF,平安元利90天持有C,债券型,,债券型,契约型开放式,O
021409.OF,平安元利90天持有A,债券型,,债券型,契约型开放式,O
020911.OF,银华月月鑫30天持有A,债券型,,债券型,契约型开放式,O
020912.OF,银华月月鑫30天持有C,债券型,,债券型,契约型开放式,O
021365.OF,华夏中证全指可选消费联接A,股票型,,被动指数型,契约型开放式,O
021366.OF,华夏中证全指可选消费联接C,股票型,,被动指数型,契约型开放式,O
021605.OF,富国消费精选30C,股票型,,股票型,契约型开放式,O
021325.OF,易方达中债1-5年政策性金融债A,债券型,,被动指数型,契约型开放式,O
021326.OF,易方达中债1-5年政策性金融债C,债券型,,被动指数型,契约型开放式,O
021443.OF,永赢安怡30天持有A,债券型,,债券型,契约型开放式,O
021444.OF,永赢安怡30天持有C,债券型,,债券型,契约型开放式,O
021336.OF,国联利率债C,债券型,,债券型,契约型开放式,O
021335.OF,国联利率债A,债券型,,债券型,契约型开放式,O
159322.SZ,黄金产业ETF,股票型,20240614,被动指数型,契约型开放式,E
020593.OF,华夏软件龙头A,混合型,,混合型,契约型开放式,O
019743.OF,银华富兴央企6个月封闭A,混合型,,混合型,契约型开放式,O
019744.OF,银华富兴央企6个月封闭C,混合型,,混合型,契约型开放式,O
019611.OF,财通数字经济智选C,混合型,,混合型,契约型开放式,O
019610.OF,财通数字经济智选A,混合型,,混合型,契约型开放式,O
020749.OF,国联智选先锋C,股票型,,股票型,契约型开放式,O
021232.OF,工银中证A50联接C,股票型,,被动指数型,契约型开放式,O
020748.OF,国联智选先锋A,股票型,,股票型,契约型开放式,O
021532.OF,天弘中证半导体材料设备主题指数A,股票型,,被动指数型,契约型开放式,O
017231.OF,宝盈价值成长C,混合型,,混合型,契约型开放式,O
021533.OF,天弘中证半导体材料设备主题指数C,股票型,,被动指数型,契约型开放式,O
017230.OF,宝盈价值成长A,混合型,,混合型,契约型开放式,O
021027.OF,太平医疗创新A,混合型,,混合型,契约型开放式,O
021028.OF,太平医疗创新C,混合型,,混合型,契约型开放式,O
020138.OF,永赢启鑫A,混合型,,混合型,契约型开放式,O
020594.OF,华夏软件龙头C,混合型,,混合型,契约型开放式,O
020139.OF,永赢启鑫C,混合型,,混合型,契约型开放式,O
020979.OF,西部利得价值回报A,混合型,,混合型,契约型开放式,O
